"","Title","Artist","Year","Museum","Id"
"427","Portrait of a Lady","Sarah Goodridge",1830,"Met",427
"428","The Celebration of Armistice Day, 1918","Arthur Clifton Goodwin",1919,"Met",428
"429","Louis Kronberg in His Studio in Copley Hall","Arthur Clifton Goodwin",1913,"Met",429
"430","The Greek Lovers","Henry Peters Gray",1846,"Met",430
"431","The Pride of the Village","Henry Peters Gray",1859,"Met",431
"432","The Wages of War","Henry Peters Gray",1848,"Met",432
"433","Silver Clouds, Arizona","Albert Lorey Groll",1914,"Met",433
"434","Charles Loring Elliott","Seymour Joseph Guy",1868,"Met",434
"435","The Crossing Sweeper","Seymour Joseph Guy",1870,"Met",435
"436","A Bachelor's Drawer","John Haberle",1894,"Met",436
"437","Niagara Falls","Philip L. Hale",1902,"Met",437
"438","Mrs. William Gordon Ver Planck and Her Son Samuel Hopkins Ver Planck","",1828,"Met",438
"439","On Hampstead Heath","James Hamilton",1856,"Met",439
"440","Pixie","Mary McLellan Hamilton",1926,"Met",440
"441","Portrait of a Gentleman","Nathaniel Hancock",1785,"Met",441
"442","Eunice Harriet Brigham","Chester (Charles) Harding",1835,"Met",442
"443","Mrs. Francis Stanton Blake","Chester (Charles) Harding",1844,"Met",443
"444","Mrs. Thomas Brewster Coolidge","Chester (Charles) Harding",1827,"Met",444
"445","Stephen Van Rensselaer","Chester (Charles) Harding",1828,"Met",445
"446","The Artist's Letter Rack","William Michael Harnett",1879,"Met",446
"447","The Banker's Table","William Michael Harnett",1877,"Met",447
"448","New York Daily News","William Michael Harnett",1888,"Met",448
"449","Still Life","William Michael Harnett",1888,"Met",449
"450","Still Life—Violin and Music","William Michael Harnett",1888,"Met",450
"451","Castles in Spain (Chateaux en Espagne)","Alexander Harrison",1882,"Met",451
"452","Godesberg","James M. Hart",1852,"Met",452
"453","Mountain Range","James M. Hart",1855,"Met",453
"454","Pasture Scene","James M. Hart",1876,"Met",454
"455","Scene at Napanoch","William Hart",1883,"Met",455
"456","Seashore, Morning","William Hart",1866,"Met",456
"457","Portrait of a Lady","George Harvey",1830,"Met",457
"458","Santa Maria della Salute, Sunset","William Stanley Haseltine",1885,"Met",458
"459","Avenue of the Allies, Great Britain, 1918","Childe Hassam",1918,"Met",459
"460","Broadway and 42nd Street","Childe Hassam",1902,"Met",460
"461","The Church at Gloucester","Childe Hassam",1918,"Met",461
"462","Coast Scene, Isles of Shoals","Childe Hassam",1901,"Met",462
"463","Golden Afternoon","Childe Hassam",1908,"Met",463
"464","July Fourteenth, Rue Daunou, 1910","Childe Hassam",1910,"Met",464
"465","Peach Blossoms—Villiers-le-Bel","Childe Hassam",1889,"Met",465
"466","Spring Morning in the Heart of the City","Childe Hassam",1899,"Met",466
"467","Molly Wales Fobes","Rufus Hathaway",1790,"Met",467
"468","View of the Bay and City of New York from Weehawken","Robert Havell Jr.",1840,"Met",468
"469","Alexander Petrunkevitch","Margaret Foote Hawley",1913,"Met",469
"470","The Trousseau","Charles Webster Hawthorne",1910,"Met",470
"471","Approaching Thunder Storm","Martin Johnson Heade",1859,"Met",471
"472","Hummingbird and Apple Blossoms","Martin Johnson Heade",1875,"Met",472
"473","Hummingbird and Passionflowers","Martin Johnson Heade",1885,"Met",473
"474","Newburyport Meadows","Martin Johnson Heade",1881,"Met",474
"475","Alexander Van Rensselaer","George P. A. Healy",1837,"Met",475
"476","Euphemia White Van Rensselaer","George P. A. Healy",1842,"Met",476
"477","Moses Pond","George P. A. Healy",1832,"Met",477
"478","Portrait of the Artist","George P. A. Healy",1851,"Met",478
"479","The 9:45 Accommodation","Edward Lamson Henry",1867,"Met",479
"480","A Carriage Ride","Edward Lamson Henry",1900,"Met",480
"481","The North Dutch Church, Fulton and William Streets, New York","Edward Lamson Henry",1869,"Met",481
"482","Saint George's Church, New York","Edward Lamson Henry",1875,"Met",482
"483","Courtlandt Palmer","Albert Herter",1906,"Met",483
"484","Portrait of a Russian Nobleman (D. C. Imboden)","Albert Herter",1918,"Met",484
"485","Mrs. Richard Galloway","John Hesselius",1764,"Met",485
"486","The Falls of Niagara","Edward Hicks",1825,"Met",486
"487","Peaceable Kingdom","Edward Hicks",1832,"Met",487
"488","Mrs. Thomas Hicks","Thomas Hicks",1884,"Met",488
"489","View of Poestenkill, New York","Joseph H. Hidley",1870,"Met",489
"490","Mitsu Yoshida","Cornelia Ellis Hildebrandt",1932,"Met",490
"491","A Study of Trap Rock (Buttermilk Falls)","John Henry Hill",1863,"Met",491
"492","View of Yosemite Valley","Thomas Hill",1885,"Met",492
"493","Persis Blair","Laura Coombs Hills",1902,"Met",493
"494","The Rabbit Hunters","Thomas Hewes Hinckley",1850,"Met",494
"495","Rats amongst the Barley Sheaves","Thomas Hewes Hinckley",1851,"Met",495
"496","Vespers","George Hitchcock",1900,"Met",496
"497","Henry L. Taylor","George Harrison Hite",1833,"Met",497
"498","View of the Schuylkill County Almshouse Property","Charles C. Hofmann",1876,"Met",498
"499","The Beach, Late Afternoon","Winslow Homer",1872,"Met",499
"500","Camp Fire","Winslow Homer",1880,"Met",500
"501","Cannon Rock","Winslow Homer",1895,"Met",501
"502","Dressing for the Carnival","Winslow Homer",1877,"Met",502
"503","Eagle Head, Manchester, Massachusetts (High Tide)","Winslow Homer",1870,"Met",503
"504","The Gulf Stream","Winslow Homer",1899,"Met",504
"505","Harvest Scene","Winslow Homer",1873,"Met",505
"506","Maine Coast","Winslow Homer",1896,"Met",506
"507","Moonlight, Wood Island Light","Winslow Homer",1894,"Met",507
"508","Northeaster","Winslow Homer",1901,"Met",508
"509","Prisoners from the Front","Winslow Homer",1866,"Met",509
"510","Rainy Day in Camp","Winslow Homer",1871,"Met",510
"511","Saddle Horse in Farm Yard","Winslow Homer",1875,"Met",511
"512","Searchlight on Harbor Entrance, Santiago de Cuba","Winslow Homer",1901,"Met",512
"513","Shooting the Rapids, Saguenay River","Winslow Homer",1910,"Met",513
"514","Snap the Whip","Winslow Homer",1872,"Met",514
"515","The Studio","Winslow Homer",1867,"Met",515
"516","Study for Eagle Head, Manchester, Massachusetts","Winslow Homer",1869,"Met",516
"517","The Veteran in a New Field","Winslow Homer",1865,"Met",517
"518","George Blumenthal","Charles Hopkinson",1933,"Met",518
"519","Jerusalem the Golden","Thomas Hovenden",1894,"Met",519
"520","The Last Moments of John Brown","Thomas Hovenden",1884,"Met",520
"521","Rudolphus Bogert","Parmenas Howell",1806,"Met",521
"522","Charles Carroll of Carrollton","William James Hubard",1830,"Met",522
"523","Morning on the Mountain","Richard William Hubbard",1856,"Met",523
"524","Anahita: A Study for ""The Flight of Night""","William Morris Hunt",1878,"Met",524
"525","The Bathers","William Morris Hunt",1877,"Met",525
"526","Charles Sumner","William Morris Hunt",1875,"Met",526
"527","Fortune: A Study for ""The Discoverer""","William Morris Hunt",1878,"Met",527
"528","Girl at the Fountain","William Morris Hunt",1854,"Met",528
"529","Italian Boy","William Morris Hunt",1866,"Met",529
"530","Italian Girl","William Morris Hunt",1867,"Met",530
"531","Landscape","William Morris Hunt",1853,"Met",531
"532","Sand Bank with Willows, Magnolia","William Morris Hunt",1877,"Met",532
"533","New York Bay","F. G. W. Hunten",1850,"Met",533
"534","Anna Watson Stuart","Daniel Huntington",1862,"Met",534
"535","Cyrus W. Field","Daniel Huntington",1879,"Met",535
"536","John David Wolfe","Daniel Huntington",1871,"Met",536
"537","Mary Inman","Daniel Huntington|Henry Inman",1844,"Met",537
"538","Mercy's Dream","Daniel Huntington",1858,"Met",538
"539","Mrs. Birdsall Cornell","Daniel Huntington",1860,"Met",539
"540","Mrs. Sylvester Dering","Daniel Huntington",1878,"Met",540
"541","Nicoll Havens Dering","Daniel Huntington",1871,"Met",541
"542","Study in a Wood","Daniel Huntington",1861,"Met",542
"543","William C. Prime","Daniel Huntington",1892,"Met",543
"544","Portrait of a Girl","Marie Agnes H. Hyde",1905,"Met",544
"545","Little Girl with Flowers (Amelia Palmer)","Charles Cromwell Ingham",1830,"Met",545
"546","Benjamin Moore McVickar","Charles Cromwell Ingham",1825,"Met",546
"547","The Flower Girl","Charles Cromwell Ingham",1846,"Met",547
"548","Mrs. David Cadwallader Colden","Charles Cromwell Ingham",1830,"Met",548
"549","Mrs. Luman Reed","Charles Cromwell Ingham|Asher Brown Durand",1835,"Met",549
"550","A Gentleman of the Wilkes Family","Henry Inman",1840,"Met",550
"551","James Bogert, Jr.","Henry Inman",1835,"Met",551
"552","Portrait of a Lady","",1835,"Met",552
"553","Martin Van Buren","Henry Inman",1838,"Met",553
"554","Portrait of a Gentleman","Henry Inman",1833,"Met",554
"555","Portrait of a Lady","Henry Inman",1825,"Met",555
"556","William Charles Macready as William Tell","Henry Inman",1827,"Met",556
"557","The Young Fisherman","Henry Inman",1829,"Met",557
"558","Autumn Meadows","George Inness",1869,"Met",558
"559","Autumn Oaks","George Inness",1878,"Met",559
"560","The Delaware Valley","George Inness",1863,"Met",560
"561","Delaware Water Gap","George Inness",1861,"Met",561
"562","Evening at Medfield, Massachusetts","George Inness",1875,"Met",562
"563","Landscape","George Inness",1889,"Met",563
"564","Peace and Plenty","George Inness",1865,"Met",564
"565","Pine Grove of the Barberini Villa","George Inness",1876,"Met",565
"566","Spring Blossoms, Montclair, New Jersey","George Inness",1891,"Met",566
"567","Sunrise","George Inness",1887,"Met",567
"568","Mrs. Adrian Baucker Holmes","Charles Wesley Jarvis",1850,"Met",568
"569","Alexander Anderson","John Wesley Jarvis",1815,"Met",569
"570","Augustus Washington Clason","John Wesley Jarvis",1820,"Met",570
"571","Elizabeth Freeman Duran","John Wesley Jarvis",1815,"Met",571
"572","General Andrew Jackson","John Wesley Jarvis",1819,"Met",572
"573","Mr. Cook","John Wesley Jarvis",1810,"Met",573
"574","Mrs. William Thomas","John Wesley Jarvis",1813,"Met",574
"575","Portrait of a Gentleman","John Wesley Jarvis",1809,"Met",575
"576","Mrs. Robert Dickey (Anne Brown)","John Wesley Jarvis",1810,"Met",576
"577","Robert Dickey","John Wesley Jarvis",1810,"Met",577
"578","Bayside, New Rochelle, New York","David Johnson",1886,"Met",578
"579","Near Squam Lake, New Hampshire","David Johnson",1856,"Met",579
"580","On the Unadilla, New York","David Johnson",1884,"Met",580
"581","Christmas-Time, The Blodgett Family","Eastman Johnson",1864,"Met",581
"582","Corn Husking at Nantucket","Eastman Johnson",1875,"Met",582
"583","A Fisherman","Eastman Johnson",1906,"Met",583
"584","The Funding Bill","Eastman Johnson",1881,"Met",584
"585","Grover Cleveland","Eastman Johnson",1891,"Met",585
"586","The Hatch Family","Eastman Johnson",1871,"Met",586
"587","Lewis Einstein","Eastman Johnson",1882,"Met",587
"588","The New Bonnet","Eastman Johnson",1876,"Met",588
"589","Sanford Robinson Gifford","Eastman Johnson",1880,"Met",589
"590","Edward and Sarah Rutter","Joshua Johnson",1805,"Met",590
"591","Jacob Hurd","William Johnston|John Singleton Copley",1762,"Met",591
"592","Mrs. Jacob Hurd and Child","William Johnston|John Singleton Copley",1762,"Met",592
"593","Mrs. Samuel Gardiner","William Johnston",1763,"Met",593
"594","Samuel Gardiner","William Johnston",1763,"Met",594
"595","The Sisters","Francis Coates Jones",1913,"Met",595
"596","Autumn","H. Bolton Jones",1892,"Met",596
"597","Spring","H. Bolton Jones",1886,"Met",597
"598","Arthur Hoppock Hearn","Alphonse Jongers",1911,"Met",598
"599","Louise","Alphonse Jongers",1909,"Met",599
"600","Edward Calm","Isaac A. Josephi",1895,"Met",600
"601","John Grimes","Matthew Harris Jouett",1824,"Met",601
"602","The Girl with White Fur","Julie Kahle",1924,"Met",602
"603","On to Liberty","Theodor Kaufmann",1867,"Met",603
"604","Approaching Storm","William Keith",1880,"Met",604
"605","Yosemite Falls, from Glacier Point","William Keith",1879,"Met",605
"606","The American Star (George Washington)","Frederick Kemmelmeyer",1803,"Met",606
"607","Washington Reviewing the Western Army at Fort Cumberland, Maryland","Frederick Kemmelmeyer",1805,"Met",607
"608","Psyche","William Sergeant Kendall",1909,"Met",608
"609","The Seer","William Sergeant Kendall",1906,"Met",609
"610","Eaton's Neck, Long Island","John Frederick Kensett",1872,"Met",610
"611","A Foggy Sky","John Frederick Kensett",1872,"Met",611
"612","Gathering Storm on Long Island Sound","John Frederick Kensett",1872,"Met",612
"613","Hudson River Scene","John Frederick Kensett",1857,"Met",613
"614","Lake George","John Frederick Kensett",1869,"Met",614
"615","Lake George, 1872","John Frederick Kensett",1872,"Met",615
"616","Lake George, A Reminiscence","John Frederick Kensett",1872,"Met",616
"617","Lake George, Free Study","John Frederick Kensett",1872,"Met",617
"618","Lake George, New York","John Frederick Kensett",1872,"Met",618
"619","Newport Rocks","John Frederick Kensett",1872,"Met",619
"620","October in the Marshes","John Frederick Kensett",1872,"Met",620
"621","The Old Pine, Darien, Connecticut","John Frederick Kensett",1872,"Met",621
"622","Passing off of the Storm","John Frederick Kensett",1872,"Met",622
"623","Salt Meadow in October","John Frederick Kensett",1872,"Met",623
"624","The Sea","John Frederick Kensett",1872,"Met",624
"625","Study of Beeches","John Frederick Kensett",1872,"Met",625
"626","Summer Day on Conesus Lake","John Frederick Kensett",1870,"Met",626
"627","Sunset","John Frederick Kensett",1872,"Met",627
"628","Sunset on the Sea","John Frederick Kensett",1872,"Met",628
"629","Sunset Sky","John Frederick Kensett",1872,"Met",629
"630","Twilight in the Cedars at Darien, Connecticut","John Frederick Kensett",1872,"Met",630
"631","Twilight on the Sound, Darien, Connecticut","John Frederick Kensett",1872,"Met",631
"632","Ivory-billed Woodpeckers","Joseph Bartholomew Kidd|John James Audubon",1831,"Met",632
"633","The Reverend Dr. Ezra Stiles","Samuel King",1770,"Met",633
"634","Charles Henry Augustus Carter","Nicholas Biddle Kittell",1845,"Met",634
"635","Rosa Bonheur","Anna Klumpke",1898,"Met",635
"636","Portrait of a Lady","Joseph Kyle",1861,"Met",636
"637","Self-portrait","Joseph Kyle",1859,"Met",637
"638","Autumn Study, View over Hanging Rock, Newport, R.I.","John La Farge",1868,"Met",638
"639","The Muse of Painting","John La Farge",1870,"Met",639
"640","Portrait of the Painter","John La Farge",1859,"Met",640
"641","Roses","George Cochran Lambdin",1878,"Met",641
"642","Side of a Greenhouse","George Cochran Lambdin",1880,"Met",642
"643","Portrait of a Gentleman","James Reid Lambdin",1850,"Met",643
"644","The Golden State Entering New York Harbor","Fitz Henry Lane (formerly Fitz Hugh Lane)",1854,"Met",644
"645","Stage Fort across Gloucester Harbor","Fitz Henry Lane (formerly Fitz Hugh Lane)",1862,"Met",645
"646","The Basket Maker","Louis Lang",1853,"Met",646
"647","The Meadows","William Langson Lathrop",1897,"Met",647
"648","The Bronx River","Ernest Lawson",1910,"Met",648
"649","Henry Inman","Jacob Hart Lazarus",1840,"Met",649
"650","Joseph W. Drexel","Jacob Hart Lazarus",1877,"Met",650
"651","Self-portrait","Jacob Hart Lazarus",1880,"Met",651
"652","Amory Sibley Carhart","Thomas Le Clear",1865,"Met",652
"653","William Cullen Bryant","Thomas Le Clear",1876,"Met",653
"654","Washington Crossing the Delaware","Emanuel Leutze",1851,"Met",654
"655","Worthington Whittredge","Emanuel Leutze",1856,"Met",655
"656","The Old Factory","John Lillie",1932,"Met",656
"657","William Popham","George Linen",1845,"Met",657
"658","Patrick Cardinal Hayes","De Witt McClellan Lockman",1950,"Met",658
"659","Peonies","Wilton Lockwood",1910,"Met",659
"660","Bruce Crane","Lydia E. Longacre",1931,"Met",660
"661","John Quincy Adams Ward","Henry Augustus Loop",1863,"Met",661
"662","Jonathan Snelling","",1795,"Met",662
"663","Aurora","Will H. Low",1894,"Met",663
"664","David Bowie Crockett","Elsie Motz Lowdon",1915,"Met",664
"665","Violet and Amber","Elsie Motz Lowdon",1917,"Met",665
"666","Mrs. Warren Rogers (Julie Francoise Gabrielle d'Anterroches)","Theodore Lund",1839,"Met",666
"667","Warren Rogers","Theodore Lund",1839,"Met",667
"668","Auguste Rodin","Robert MacCameron",1910,"Met",668
"669","The Daughter's Return","Robert MacCameron",1909,"Met",669
"670","Henry Clay","John Alexander McDougall",1840,"Met",670
"671","Madonna of Giverny","Frederick William MacMonnies",1901,"Met",671
"672","May Suydam Palmer","Frederick William MacMonnies",1903,"Met",672
"673","Self-portrait","Frederick William MacMonnies",1904,"Met",673
"674","On the Old Sod","William Magrath",1879,"Met",674
"675","Mrs. James Lowndes (Catherine Osborn)","Edward Greene Malbone",1801,"Met",675
"676","Cornelius George Bowler","Edward Greene Malbone",1795,"Met",676
"677","James G. Almy","Edward Greene Malbone",1798,"Met",677
"678","Joel Roberts Poinsett","Edward Greene Malbone",1801,"Met",678
"679","John Langdon Sullivan","Edward Greene Malbone",1797,"Met",679
"680","Mrs. John Nightingale (Martha Washington Greene)","Edward Greene Malbone",1797,"Met",680
"681","Mrs. Robert Macomb (Mary Cornell Pell )","Edward Greene Malbone",1806,"Met",681
"682","Mrs. James G. Almy (Myra Eliot)","Edward Greene Malbone",1798,"Met",682
"683","Portrait of a Lady","",1805,"Met",683
"684","Robert Macomb","Edward Greene Malbone",1806,"Met",684
"685","Susan Poinsett","Edward Greene Malbone",1802,"Met",685
"686","Jeremiah Platt","John Mare",1767,"Met",686
"687","Behind Dunes, Lake Ontario","Homer Dodge Martin",1887,"Met",687
"688","Old Manor of Criqueboeuf","Homer Dodge Martin",1892,"Met",688
"689","View on the Seine: Harp of the Winds","Homer Dodge Martin",1895,"Met",689
"690","Afternoon among the Cypress","Arthur Frank Mathews",1905,"Met",690
